Wall	,2020 	,2021 	,2022 	,2023 	,2024 	,2025 	,2026 	,2027 	,2028 	,2029 	,2030 	,2031 	,2032 	,2033 	,2034 	,2035 	,2036 	,2037 	,2038 	,2039 	,2040
PDs (Memory Weighted MWallHr)	,75 	,97 	,99 	,85 	,102 	,115 	,113 	,84 	,23 	,18 	,2 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
FDs (Memory Weighted MWallHr)	,0 	,0 	,2 	,8 	,8 	,8 	,8 	,8 	,9 	,18 	,30 	,42 	,55 	,67 	,79 	,103 	,128 	,152 	,176 	,201 	,225
ND (Memory Weighted MWallHr)	,0 	,5 	,5 	,5 	,5 	,5 	,5 	,7 	,7 	,7 	,7 	,7 	,7 	,7 	,7 	,8 	,8 	,8 	,8 	,8 	,8
NDLAr (Memory Weighted MWallHr)	,0 	,0 	,9 	,9 	,9 	,9 	,49 	,98 	,147 	,147 	,147 	,172 	,196 	,221 	,245 	,270 	,294 	,318 	,343 	,367 	,392
FNAL (Memory Weighted MWallHr)	,30 	,41 	,46 	,43 	,50 	,55 	,70 	,79 	,75 	,96 	,94 	,111 	,129 	,148 	,166 	,190 	,215 	,239 	,264 	,288 	,312
CERN (Memory Weighted MWallHr)	,7 	,10 	,11 	,10 	,12 	,13 	,17 	,19 	,18 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0 	,0
National (Memory Weighted MWallHr)	,37 	,51 	,58 	,54 	,62 	,69 	,88 	,99 	,94 	,96 	,94 	,111 	,129 	,148 	,166 	,190 	,215 	,239 	,264 	,288 	,312
Total (Memory Weighted MWallHr)	,75 	,103 	,117 	,108 	,125 	,138 	,176 	,199 	,188 	,192 	,188 	,223 	,259 	,296 	,333 	,381 	,430 	,479 	,528 	,577 	,625
