Detectors,DataTypes,Resources,Locations,Units,2022,2023,2024,2025,2026,2027,2028,2029,2030,Explanation
SP,Test,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
DP,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 110.00
DP,Test,Store,Total,TB,130.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
PDHD,Raw-Data,Store,Total,TB,0.000,0.000,2800.000,700.000,700.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 140.00
PDHD,TP,Store,Total,TB,0.000,0.100,681.000,1000.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
PDHD,Test,Store,Total,TB,8.800,143.900,91.300,0.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
PDVD,Raw-Data,Store,Total,TB,0.000,0.000,561.000,2244.000,561.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 110.00
PDVD,TP,Store,Total,TB,0.000,0.300,0.000,1000.000,0.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
PDVD,Test,Store,Total,TB,0.000,5.200,0.200,500.000,500.000,0.000,0.000,0.000,0.000,Change native types into storage using factor 1.00
FDVD,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16036.446,14251.012,Change native types into storage using factor 8000.00 rescaled to meet cap of 30
FDVD,TP,Store,Total,TB,0.000,0.000,0.000,0.000,2100.000,3100.000,3100.000,2824.601,2510.121,Change native types into storage using factor 1.00 rescaled to meet cap of 30
FDVD,Test,Store,Total,TB,0.000,0.000,0.000,0.000,1050.000,2600.000,2600.000,2369.021,2105.263,Change native types into storage using factor 1.00 rescaled to meet cap of 30
FDHD,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3758.542,6680.162,Change native types into storage using factor 3750.00 rescaled to meet cap of 30
FDHD,TP,Store,Total,TB,0.000,0.000,0.000,0.000,2000.000,3000.000,3000.000,2733.485,2429.150,Change native types into storage using factor 1.00 rescaled to meet cap of 30
FDHD,Test,Store,Total,TB,0.000,0.000,0.000,0.000,1000.000,2500.000,2600.000,2277.904,2024.291,Change native types into storage using factor 1.00 rescaled to meet cap of 30
ND-SAND,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.000,Change native types into storage using factor 5.00
ND-SAND,Test,Store,Total,TB,0.000,0.000,200.000,200.000,200.000,200.000,1000.000,1000.000,1000.000,Change native types into storage using factor 1.00
ND-LAr+TMS,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,Change native types into storage using factor 10.00
ND-LAr+TMS,Test,Store,Total,TB,0.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,Change native types into storage using factor 1.00
Sub-Total,Raw-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19794.989,20931.174,Sum over raw data types from Far detector rescaled to meet cap of 30
Sub-Total,TP,Store,Total,TB,0.000,0.000,0.000,0.000,4100.000,6100.000,6100.000,5558.087,4939.271,Sum over raw data types from Far detector rescaled to meet cap of 30
Sub-Total,Test,Store,Total,TB,0.000,0.000,0.000,0.000,2050.000,5100.000,5200.000,4646.925,4129.555,Sum over raw data types from Far detector rescaled to meet cap of 30
FDHD,Sub-Total,Store,Total,TB,0.000,0.000,0.000,0.000,3000.000,5500.000,5600.000,8769.932,11133.603,second sum over raw types rescaled to meet cap of 30
FDVD,Sub-Total,Store,Total,TB,0.000,0.000,0.000,0.000,3150.000,5700.000,5700.000,21230.068,18866.397,second sum over raw types rescaled to meet cap of 30
Sub-Total,Sub-Total,Store,Total,TB,0.000,0.000,0.000,0.000,6150.000,11200.000,11300.000,30000.000,30000.000,second sum over raw types rescaled to meet cap of 30
SP,Reco-Data,CPU,Total,MHr,1.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
SP,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
SP,Reco-Data,Store,Total,TB,227.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
SP,Reco-Sim,CPU,Total,MHr,0.376,2.531,0.667,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.75
SP,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
SP,Reco-Sim,Store,Total,TB,110.220,742.500,195.800,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 220.00
DP,Reco-Data,CPU,Total,MHr,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
DP,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
DP,Reco-Data,Store,Total,TB,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
DP,Reco-Sim,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.75
DP,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
DP,Reco-Sim,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 220.00
PDHD,Reco-Data,CPU,Total,MHr,0.000,0.000,3.334,4.167,5.001,1.667,0.833,0.000,0.000,Go back 3.00 years for Reco-Data
PDHD,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
PDHD,Reco-Data,Store,Total,TB,0.000,0.000,700.000,875.000,1050.000,350.000,175.000,0.000,0.000,Go back 3.00 years for Reco-Data
PDHD,Reco-Sim,CPU,Total,MHr,0.000,0.000,1.990,3.750,3.750,3.750,0.000,0.000,0.000,Scale inputs by 0.75
PDHD,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
PDHD,Reco-Sim,Store,Total,TB,0.000,0.000,583.660,1100.000,1100.000,1100.000,0.000,0.000,0.000,Scale inputs by 220.00
PDVD,Reco-Data,CPU,Total,MHr,0.000,0.000,0.850,4.251,5.101,4.251,0.850,0.000,0.000,Go back 3.00 years for Reco-Data
PDVD,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 3.00 years for Reco-Data
PDVD,Reco-Data,Store,Total,TB,0.000,0.000,102.000,510.000,612.000,510.000,102.000,0.000,0.000,Go back 3.00 years for Reco-Data
PDVD,Reco-Sim,CPU,Total,MHr,0.000,0.000,0.135,3.825,3.825,3.825,0.000,0.000,0.000,Scale inputs by 0.75
PDVD,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
PDVD,Reco-Sim,Store,Total,TB,0.000,0.000,39.600,1122.000,1122.000,1122.000,0.000,0.000,0.000,Scale inputs by 220.00
FDVD,Reco-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.926,5.852,Go back 100.00 years for Reco-Data
FDVD,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.440,Go back 100.00 years for Reco-Data
FDVD,Reco-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.000,88.000,Go back 100.00 years for Reco-Data
FDVD,Reco-Sim,CPU,Total,MHr,10.640,0.994,1.040,1.875,1.875,1.875,5.250,5.250,5.250,Scale inputs by 0.12
FDVD,Reco-Sim,GPU,Total,MHr,8.512,0.795,0.832,1.500,1.500,1.500,4.200,4.200,4.200,Scale inputs by 0.10
FDVD,Reco-Sim,Store,Total,TB,1702.460,159.000,166.360,300.000,300.000,300.000,840.000,840.000,840.000,Scale inputs by 20.00
FDHD,Reco-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.375,4.125,Go back 100.00 years for Reco-Data
FDHD,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 100.00 years for Reco-Data
FDHD,Reco-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,66.000,Go back 100.00 years for Reco-Data
FDHD,Reco-Sim,CPU,Total,MHr,0.228,2.720,2.829,1.875,1.875,1.875,5.000,5.000,5.000,Scale inputs by 0.12
FDHD,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
FDHD,Reco-Sim,Store,Total,TB,36.520,435.160,452.580,300.000,300.000,300.000,800.000,800.000,800.000,Scale inputs by 20.00
ND-SAND,Reco-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.033,Go back 100.00 years for Reco-Data
ND-SAND,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Go back 100.00 years for Reco-Data
ND-SAND,Reco-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,Go back 100.00 years for Reco-Data
ND-SAND,Reco-Sim,CPU,Total,MHr,0.000,0.000,0.000,0.240,1.200,1.200,1.200,4.800,7.200,Scale inputs by 0.24
ND-SAND,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Scale inputs by 0.00
ND-SAND,Reco-Sim,Store,Total,TB,0.000,0.000,0.000,25.000,125.000,125.000,125.000,500.000,750.000,Scale inputs by 25.00
ND-LAr+TMS,Reco-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,Go back 100.00 years for Reco-Data
ND-LAr+TMS,Reco-Data,GPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.400,Go back 100.00 years for Reco-Data
ND-LAr+TMS,Reco-Data,Store,Total,TB,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300.000,Go back 100.00 years for Reco-Data
ND-LAr+TMS,Reco-Sim,CPU,Total,MHr,0.000,0.000,0.000,4.600,23.000,23.000,23.000,23.000,23.000,Scale inputs by 4.60
ND-LAr+TMS,Reco-Sim,GPU,Total,MHr,0.000,0.000,0.000,4.600,23.000,23.000,23.000,23.000,23.000,Scale inputs by 4.60
ND-LAr+TMS,Reco-Sim,Store,Total,TB,0.000,0.000,0.000,50.000,250.000,250.000,250.000,250.000,250.000,Scale inputs by 50.00
SP,Analysis-Data,CPU,Total,MHr,3.067,3.067,3.067,3.067,0.000,0.000,0.000,0.000,0.000,Extend Analysis processing by 3.00 years
SP,Analysis-Sim,CPU,Total,MHr,4.587,4.587,4.587,4.587,4.587,4.587,0.000,0.000,0.000,Extend Analysis processing by 3.00 years
DP,Analysis-Data,CPU,Total,MHr,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,Extend Analysis processing by 3.00 years
DP,Analysis-Sim,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Extend Analysis processing by 3.00 years
PDHD,Analysis-Data,CPU,Total,MHr,0.000,0.000,1.667,2.084,2.500,2.500,2.500,2.500,2.500,Extend Analysis processing by 3.00 years
PDHD,Analysis-Sim,CPU,Total,MHr,0.000,0.000,0.995,1.875,1.875,1.875,1.875,1.875,1.875,Extend Analysis processing by 3.00 years
PDVD,Analysis-Data,CPU,Total,MHr,0.000,0.000,0.425,2.125,2.551,2.551,2.551,2.551,2.551,Extend Analysis processing by 3.00 years
PDVD,Analysis-Sim,CPU,Total,MHr,0.000,0.000,0.068,1.912,1.912,1.912,1.912,1.912,1.912,Extend Analysis processing by 3.00 years
FDVD,Analysis-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.463,2.926,Extend Analysis processing by 3.00 years
FDVD,Analysis-Sim,CPU,Total,MHr,5.320,5.320,5.320,5.320,5.320,5.320,5.320,5.320,5.320,Extend Analysis processing by 3.00 years
FDHD,Analysis-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.688,2.062,Extend Analysis processing by 3.00 years
FDHD,Analysis-Sim,CPU,Total,MHr,0.114,1.360,1.414,0.938,0.938,0.938,2.500,2.500,2.500,Extend Analysis processing by 3.00 years
ND-SAND,Analysis-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,Extend Analysis processing by 3.00 years
ND-SAND,Analysis-Sim,CPU,Total,MHr,0.000,0.000,0.000,0.060,0.300,0.300,0.300,1.200,1.800,Extend Analysis processing by 3.00 years
ND-LAr+TMS,Analysis-Data,CPU,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.850,Extend Analysis processing by 3.00 years
ND-LAr+TMS,Analysis-Sim,CPU,Total,MHr,0.000,0.000,0.000,1.150,5.750,5.750,5.750,5.750,5.750,Extend Analysis processing by 3.00 years
SP,Reco-Sim,CPU Wall,Total,MHr,0.537,3.616,0.954,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Reco-Sim,CPU kHS23-Yr,Total,kHS23-Yr,0.674,4.541,1.197,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Reco-Sim,CPU Cores,Total,Cores,61.277,412.794,108.855,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
SP,Reco-Sim,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Reco-Sim,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Reco-Sim,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
SP,Reco-Data,CPU Wall,Total,MHr,1.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Reco-Data,CPU kHS23-Yr,Total,kHS23-Yr,1.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Reco-Data,CPU Cores,Total,Cores,176.704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
SP,Reco-Data,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Reco-Data,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Reco-Data,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
SP,Analysis-Data,CPU Wall,Total,MHr,4.382,4.382,4.382,4.382,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Analysis-Data,CPU kHS23-Yr,Total,kHS23-Yr,5.502,5.502,5.502,5.502,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Analysis-Data,CPU Cores,Total,Cores,500.209,500.209,500.209,500.209,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
SP,Analysis-Sim,CPU Wall,Total,MHr,6.553,6.553,6.553,6.553,6.553,6.553,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
SP,Analysis-Sim,CPU kHS23-Yr,Total,kHS23-Yr,8.229,8.229,8.229,8.229,8.229,8.229,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
SP,Analysis-Sim,CPU Cores,Total,Cores,748.104,748.104,748.104,748.104,748.104,748.104,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Reco-Sim,CPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Reco-Sim,CPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Reco-Sim,CPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Reco-Sim,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Reco-Sim,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Reco-Sim,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Reco-Data,CPU Wall,Total,MHr,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Reco-Data,CPU kHS23-Yr,Total,kHS23-Yr,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Reco-Data,CPU Cores,Total,Cores,5.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Reco-Data,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Reco-Data,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Reco-Data,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Analysis-Data,CPU Wall,Total,MHr,0.036,0.036,0.036,0.036,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Analysis-Data,CPU kHS23-Yr,Total,kHS23-Yr,0.045,0.045,0.045,0.045,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Analysis-Data,CPU Cores,Total,Cores,4.078,4.078,4.078,4.078,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
DP,Analysis-Sim,CPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
DP,Analysis-Sim,CPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
DP,Analysis-Sim,CPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
PDHD,Reco-Sim,CPU Wall,Total,MHr,0.000,0.000,2.842,5.357,5.357,5.357,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
PDHD,Reco-Sim,CPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,3.569,6.727,6.727,6.727,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
PDHD,Reco-Sim,CPU Cores,Total,Cores,0.000,0.000,324.486,611.546,611.546,611.546,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
PDHD,Reco-Sim,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
PDHD,Reco-Sim,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
PDHD,Reco-Sim,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
PDHD,Reco-Data,CPU Wall,Total,MHr,0.000,0.000,4.763,5.954,7.144,2.381,1.191,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
PDHD,Reco-Data,CPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,5.981,7.476,8.971,2.990,1.495,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
PDHD,Reco-Data,CPU Cores,Total,Cores,0.000,0.000,543.705,679.631,815.558,271.853,135.926,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
PDHD,Reco-Data,GPU Wall,Total,MHr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to MHr using factor of 1.43
PDHD,Reco-Data,GPU kHS23-Yr,Total,kHS23-Yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to kHS23-Yr using factor of 1.79
PDHD,Reco-Data,GPU Cores,Total,Cores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Add 0.70 efficiency Change units from MHr to Cores using factor of 163.08
